sim_id,capacity_norm,seal_risk_norm,heterogeneity_norm,suitability_score,poro_mean,logk_mean,caprock_margin_peak,rank
129,0.6138841063365839,0.4470506538697924,0.5622389434327282,63.62,0.2867465019226074,1.5591351096235901,0.5923555766686129,166
380,0.6395388852481304,0.5223882254505148,0.5147035801397498,63.57,0.2881861925125122,1.585762314145231,0.6194902700685193,167
889,0.5444752581250577,0.46268675363182926,0.37020596403559186,63.44,0.2828514277935028,1.5073307851069822,0.5979873054874615,168
997,0.7800974189087425,0.806680948396637,0.4482062263168922,63.26,0.2960740327835083,1.7044184459818865,0.7218853395021283,169
427,0.42422843948121136,0.17555110345624567,0.5083842804351285,63.15,0.2761034369468689,1.4001865331282335,0.49456828535951636,170
588,0.7102536269212673,0.7142858134391474,0.41513649502171573,63.15,0.29215455055236816,1.6455482691604333,0.6886069419362054,171
282,0.6778643888854075,0.6446340963173475,0.44017208495760757,63.1,0.290336936712265,1.6181964411466576,0.6635201499249712,172
751,0.38925662320061266,0.1457003675469029,0.4688536649074296,63.03,0.2741408944129944,1.3698106552702762,0.48381680306898744,173
748,0.5217004549118907,0.4015638181984128,0.4166432128038065,63.02,0.2815733551979065,1.4870490042979392,0.5759723655592355,174
342,0.46901330959818416,0.3333335646913435,0.3878242474109412,63.0,0.27861666679382324,1.4389261397985662,0.5513975488951693,175
323,0.5983472136513929,0.6048331151048902,0.30439219969383285,62.98,0.285874605178833,1.5585421759312674,0.6491848402042659,176
473,0.5890657577634012,0.5024877348442862,0.43609681926858834,62.93,0.28535374999046326,1.5434914639250468,0.6123226152081667,177
705,0.7990894327249786,0.828002902617596,0.4746803796575657,62.86,0.29713982343673706,1.7171690980941485,0.7295649697096489,178
994,0.6426450954380293,0.518123834606323,0.561931548887361,62.37,0.28836050629615784,1.5892195219848873,0.6179543440270152,179
555,0.736911591171969,0.641791169087886,0.6137332900648145,62.31,0.2936505377292633,1.6640471363309883,0.6624961992306351,180
906,0.6967958610771523,0.6631131233088453,0.4830358048429015,62.25,0.2913993299007416,1.6346468134597723,0.6701758294381558,181
17,0.6430327742615249,0.7014926409065719,0.2932320011611008,62.18,0.28838226199150085,1.595343686941686,0.683999163811693,182
867,0.6745977964972952,0.6730633686119595,0.41682581916070416,62.1,0.2901536226272583,1.6162645894479966,0.6737596568683321,183
939,0.4623675386430816,0.44136479941087,0.23488464037206908,62.06,0.2782437205314636,1.4374464914175742,0.5903076752799408,184
61,0.3704164945124859,0.01705756337676724,0.6438553714585834,61.98,0.2730836272239685,1.3467947482367815,0.4374829091562981,185
